student,title,type,status,final score
advisorj,T06D09,INDIVIDUAL,FAILED,0
almedace,T06D09,INDIVIDUAL,FAILED,0
amadagra,T06D09,INDIVIDUAL,ACCEPTED,90
amandaci,T06D09,INDIVIDUAL,ACCEPTED,88
anyamode,T06D09,INDIVIDUAL,ACCEPTED,86
arethari,T06D09,INDIVIDUAL,FAILED,0
artieulr,T06D09,INDIVIDUAL,ACCEPTED,84
auradaba,T06D09,INDIVIDUAL,FAILED,0
baileyre,T06D09,INDIVIDUAL,FAILED,0
balonchr,T06D09,INDIVIDUAL,FAILED,0
balonsno,T06D09,INDIVIDUAL,FAILED,0
bantamko,T06D09,INDIVIDUAL,FAILED,0
barbrawu,T06D09,INDIVIDUAL,FAILED,0
bethelgr,T06D09,INDIVIDUAL,FAILED,0
billysan,T06D09,INDIVIDUAL,FAILED,0
bornpatr,T06D09,INDIVIDUAL,FAILED,0
brentonc,T06D09,INDIVIDUAL,ACCEPTED,104
brucetoy,T06D09,INDIVIDUAL,FAILED,0
brunavan,T06D09,INDIVIDUAL,FAILED,0
caitdumb,T06D09,INDIVIDUAL,FAILED,0
caladanl,T06D09,INDIVIDUAL,FAILED,0
careymis,T06D09,INDIVIDUAL,ACCEPTED,83
caswelld,T06D09,INDIVIDUAL,FAILED,0
caswellq,T06D09,INDIVIDUAL,FAILED,0
celsafer,T06D09,INDIVIDUAL,FAILED,0
chesthil,T06D09,INDIVIDUAL,FAILED,0
chestshr,T06D09,INDIVIDUAL,FAILED,0
cindiese,T06D09,INDIVIDUAL,FAILED,0
cotterge,T06D09,INDIVIDUAL,FAILED,0
crowbrya,T06D09,INDIVIDUAL,ACCEPTED,117
cumquatl,T06D09,INDIVIDUAL,FAILED,0
cyrusgar,T06D09,INDIVIDUAL,FAILED,0
darcytaj,T06D09,INDIVIDUAL,FAILED,0
daynasar,T06D09,INDIVIDUAL,FAILED,0
deodatth,T06D09,INDIVIDUAL,FAILED,0
desperop,T06D09,INDIVIDUAL,FAILED,0
dhansakp,T06D09,INDIVIDUAL,FAILED,0
dianeevi,T06D09,INDIVIDUAL,ACCEPTED,101
diedraje,T06D09,INDIVIDUAL,FAILED,0
diedrero,T06D09,INDIVIDUAL,FAILED,0
dorrisst,T06D09,INDIVIDUAL,FAILED,0
effietif,T06D09,INDIVIDUAL,FAILED,0
eladiare,T06D09,INDIVIDUAL,FAILED,0
elannama,T06D09,INDIVIDUAL,FAILED,0
elijahth,T06D09,INDIVIDUAL,FAILED,0
ellabaie,T06D09,INDIVIDUAL,FAILED,0
elliottd,T06D09,INDIVIDUAL,FAILED,0
enokiatk,T06D09,INDIVIDUAL,FAILED,0
erenacla,T06D09,INDIVIDUAL,FAILED,0
essieale,T06D09,INDIVIDUAL,FAILED,0
